bill_no,job_order_no,ship_date,source_file,status,customer,job_type,vehicle_type,route_raw,origin,destination,stops,stop_count,conditions,non_place,origin_lat,origin_lon,dest_lat,dest_lon,total_km,direct_km,km_source,fuel_rate_bracket,fuel_rate_low,fuel_rate_high,price,contractor_cost,driver_cost
2602000196,INV260210013,2026-01-31,Report AR_AP_01.xlsx,CONFIRM,อาหารเบทเทอร์ จำกัด,Cold Chain Transport,รถบรรทุก 4 ล้อเย็น (น้ำมัน),BF (อาหารเบทเทอร์ อ้อมน้อย)+5401566542,BF (อาหารเบทเทอร์ อ้อมน้อย),BF (อาหารเบทเทอร์ อ้อมน้อย),BF (อาหารเบทเทอร์ อ้อมน้อย),1,,5401566542,13.71403,100.30723,13.71403,100.30723,,,,,,,577.64,0.0,0.0
2602000196,INV260210012,2026-01-29,Report AR_AP_01.xlsx,CONFIRM,อาหารเบทเทอร์ จำกัด,Cold Chain Transport,รถบรรทุก 4 ล้อเย็น (น้ำมัน),BF (อาหารเบทเทอร์ อ้อมน้อย)+5401564745,BF (อาหารเบทเทอร์ อ้อมน้อย),BF (อาหารเบทเทอร์ อ้อมน้อย),BF (อาหารเบทเทอร์ อ้อมน้อย),1,,5401564745,13.71403,100.30723,13.71403,100.30723,,,,,,,566.66,0.0,0.0
2602000196,INV260210011,2026-01-20,Report AR_AP_01.xlsx,CONFIRM,อาหารเบทเทอร์ จำกัด,Cold Chain Transport,รถบรรทุก 4 ล้อเย็น (น้ำมัน),BF (อาหารเบทเทอร์ อ้อมน้อย)+5401558247,BF (อาหารเบทเทอร์ อ้อมน้อย),BF (อาหารเบทเทอร์ อ้อมน้อย),BF (อาหารเบทเทอร์ อ้อมน้อย),1,,5401558247,13.71403,100.30723,13.71403,100.30723,,,,,,,715.43,0.0,0.0
2602000196,INV260210010,2026-01-17,Report AR_AP_01.xlsx,CONFIRM,อาหารเบทเทอร์ จำกัด,Cold Chain Transport,รถบรรทุก 4 ล้อเย็น (น้ำมัน),BF (อาหารเบทเทอร์ อ้อมน้อย)+5401556476,BF (อาหารเบทเทอร์ อ้อมน้อย),BF (อาหารเบทเทอร์ อ้อมน้อย),BF (อาหารเบทเทอร์ อ้อมน้อย),1,,5401556476,13.71403,100.30723,13.71403,100.30723,,,,,,,1532.29,0.0,0.0
2602000195,INV260210025,2026-01-31,Report AR_AP_01.xlsx,CONFIRM,บริษัท เบทาโกรเกษตรอุตสาหกรรม จำกัด,Cold Chain Transport,รถบรรทุก 4 ล้อเย็น (น้ำมัน),BF (อาหารเบทเทอร์ อ้อมน้อย)+5401566542,BF (อาหารเบทเทอร์ อ้อมน้อย),BF (อาหารเบทเทอร์ อ้อมน้อย),BF (อาหารเบทเทอร์ อ้อมน้อย),1,,5401566542,13.71403,100.30723,13.71403,100.30723,,,,,,,1291.52,0.0,0.0
2602000195,INV260210024,2026-01-30,Report AR_AP_01.xlsx,CONFIRM,บริษัท เบทาโกรเกษตรอุตสาหกรรม จำกัด,Cold Chain Transport,รถบรรทุก 4 ล้อเย็น (น้ำมัน),BF (อาหารเบทเทอร์ อ้อมน้อย)+5401565663,BF (อาหารเบทเทอร์ อ้อมน้อย),BF (อาหารเบทเทอร์ อ้อมน้อย),BF (อาหารเบทเทอร์ อ้อมน้อย),1,,5401565663,13.71403,100.30723,13.71403,100.30723,,,,,,,1626.17,0.0,0.0
2602000195,INV260210023,2026-01-29,Report AR_AP_01.xlsx,CONFIRM,บริษัท เบทาโกรเกษตรอุตสาหกรรม จำกัด,Cold Chain Transport,รถบรรทุก 4 ล้อเย็น (น้ำมัน),BF (อาหารเบทเทอร์ อ้อมน้อย)+5401564745,BF (อาหารเบทเทอร์ อ้อมน้อย),BF (อาหารเบทเทอร์ อ้อมน้อย),BF (อาหารเบทเทอร์ อ้อมน้อย),1,,5401564745,13.71403,100.30723,13.71403,100.30723,,,,,,,1134.27,0.0,0.0
2602000195,INV260210022,2026-01-28,Report AR_AP_01.xlsx,CONFIRM,บริษัท เบทาโกรเกษตรอุตสาหกรรม จำกัด,Cold Chain Transport,รถบรรทุก 4 ล้อเย็น (น้ำมัน),BF (อาหารเบทเทอร์ อ้อมน้อย)+5401563763,BF (อาหารเบทเทอร์ อ้อมน้อย),BF (อาหารเบทเทอร์ อ้อมน้อย),BF (อาหารเบทเทอร์ อ้อมน้อย),1,,5401563763,13.71403,100.30723,13.71403,100.30723,,,,,,,1626.17,0.0,0.0
2602000195,INV260210021,2026-01-27,Report AR_AP_01.xlsx,CONFIRM,บริษัท เบทาโกรเกษตรอุตสาหกรรม จำกัด,Cold Chain Transport,รถบรรทุก 4 ล้อเย็น (น้ำมัน),BF (อาหารเบทเทอร์ อ้อมน้อย)+5401563105,BF (อาหารเบทเทอร์ อ้อมน้อย),BF (อาหารเบทเทอร์ อ้อมน้อย),BF (อาหารเบทเทอร์ อ้อมน้อย),1,,5401563105,13.71403,100.30723,13.71403,100.30723,,,,,,,1626.17,0.0,0.0
2602000195,INV260210020,2026-01-24,Report AR_AP_01.xlsx,CONFIRM,บริษัท เบทาโกรเกษตรอุตสาหกรรม จำกัด,Cold Chain Transport,รถบรรทุก 4 ล้อเย็น (น้ำมัน),BF (อาหารเบทเทอร์ อ้อมน้อย)+5401561339,BF (อาหารเบทเทอร์ อ้อมน้อย),BF (อาหารเบทเทอร์ อ้อมน้อย),BF (อาหารเบทเทอร์ อ้อมน้อย),1,,5401561339,13.71403,100.30723,13.71403,100.30723,,,,,,,1626.17,0.0,0.0
2602000195,INV260210019,2026-01-23,Report AR_AP_01.xlsx,CONFIRM,บริษัท เบทาโกรเกษตรอุตสาหกรรม จำกัด,Cold Chain Transport,รถบรรทุก 4 ล้อเย็น (น้ำมัน),BF (อาหารเบทเทอร์ อ้อมน้อย)+5401560563,BF (อาหารเบทเทอร์ อ้อมน้อย),BF (อาหารเบทเทอร์ อ้อมน้อย),BF (อาหารเบทเทอร์ อ้อมน้อย),1,,5401560563,13.71403,100.30723,13.71403,100.30723,,,,,,,1626.17,0.0,0.0
2602000195,INV260210018,2026-01-22,Report AR_AP_01.xlsx,CONFIRM,บริษัท เบทาโกรเกษตรอุตสาหกรรม จำกัด,Cold Chain Transport,รถบรรทุก 4 ล้อเย็น (น้ำมัน),BF (อาหารเบทเทอร์ อ้อมน้อย)+5401559852,BF (อาหารเบทเทอร์ อ้อมน้อย),BF (อาหารเบทเทอร์ อ้อมน้อย),BF (อาหารเบทเทอร์ อ้อมน้อย),1,,5401559852,13.71403,100.30723,13.71403,100.30723,,,,,,,1626.17,0.0,0.0
2602000195,INV260210017,2026-01-21,Report AR_AP_01.xlsx,CONFIRM,บริษัท เบทาโกรเกษตรอุตสาหกรรม จำกัด,Cold Chain Transport,รถบรรทุก 4 ล้อเย็น (น้ำมัน),BF (อาหารเบทเทอร์ อ้อมน้อย)+5401558956,BF (อาหารเบทเทอร์ อ้อมน้อย),BF (อาหารเบทเทอร์ อ้อมน้อย),BF (อาหารเบทเทอร์ อ้อมน้อย),1,,5401558956,13.71403,100.30723,13.71403,100.30723,,,,,,,1700.93,0.0,0.0
2602000195,INV260210016,2026-01-20,Report AR_AP_01.xlsx,CONFIRM,บริษัท เบทาโกรเกษตรอุตสาหกรรม จำกัด,Cold Chain Transport,รถบรรทุก 4 ล้อเย็น (น้ำมัน),BF (อาหารเบทเทอร์ อ้อมน้อย)+5401558247,BF (อาหารเบทเทอร์ อ้อมน้อย),BF (อาหารเบทเทอร์ อ้อมน้อย),BF (อาหารเบทเทอร์ อ้อมน้อย),1,,5401558247,13.71403,100.30723,13.71403,100.30723,,,,,,,985.5,0.0,0.0
2602000195,INV260210015,2026-01-17,Report AR_AP_01.xlsx,CONFIRM,บริษัท เบทาโกรเกษตรอุตสาหกรรม จำกัด,Cold Chain Transport,รถบรรทุก 4 ล้อเย็น (น้ำมัน),BF (อาหารเบทเทอร์ อ้อมน้อย)+5401556476,BF (อาหารเบทเทอร์ อ้อมน้อย),BF (อาหารเบทเทอร์ อ้อมน้อย),BF (อาหารเบทเทอร์ อ้อมน้อย),1,,5401556476,13.71403,100.30723,13.71403,100.30723,,,,,,,168.64,0.0,0.0
2602000195,INV260210014,2026-01-16,Report AR_AP_01.xlsx,CONFIRM,บริษัท เบทาโกรเกษตรอุตสาหกรรม จำกัด,Cold Chain Transport,รถบรรทุก 4 ล้อเย็น (น้ำมัน),BF (อาหารเบทเทอร์ อ้อมน้อย)+5401555595,BF (อาหารเบทเทอร์ อ้อมน้อย),BF (อาหารเบทเทอร์ อ้อมน้อย),BF (อาหารเบทเทอร์ อ้อมน้อย),1,,5401555595,13.71403,100.30723,13.71403,100.30723,,,,,,,1626.17,0.0,0.0
2602000170,INV260130142,2026-01-31,Report AR_AP_01.xlsx,CONFIRM,บริษัท ไทยฟู้ดส์ กรุ๊ป จำกัด (มหาชน),Cold Chain Transport,รถบรรทุก 10 ล้อเย็น (น้ำมัน),TFG (ไทยฟู้ดส์ กาญ)+PCS(ห้องเย็นแปซิฟิค)(Frozen) อัตราน้ำมัน(29-29.99),TFG (ไทยฟู้ดส์ กาญ),PCS (ห้องเย็นแปซิฟิค),TFG (ไทยฟู้ดส์ กาญ) > PCS (ห้องเย็นแปซิฟิค),2,fuel:29-29.99; Frozen,,14.03633,99.79578,13.58457,100.29124,129.899,129.899,routes,29-29.99,29.0,29.99,5968.2,0.0,537.14
2602000170,INV260130143,2026-01-31,Report AR_AP_01.xlsx,CONFIRM,บริษัท ไทยฟู้ดส์ กรุ๊ป จำกัด (มหาชน),Cold Chain Transport,รถบรรทุก 10 ล้อเย็น (น้ำมัน),TFG (ไทยฟู้ดส์ กาญ)+PCS(ห้องเย็นแปซิฟิค)(Frozen) อัตราน้ำมัน(29-29.99),TFG (ไทยฟู้ดส์ กาญ),PCS (ห้องเย็นแปซิฟิค),TFG (ไทยฟู้ดส์ กาญ) > PCS (ห้องเย็นแปซิฟิค),2,fuel:29-29.99; Frozen,,14.03633,99.79578,13.58457,100.29124,129.899,129.899,routes,29-29.99,29.0,29.99,5968.2,0.0,537.14
2602000170,INV260130139,2026-01-31,Report AR_AP_01.xlsx,CONFIRM,บริษัท ไทยฟู้ดส์ กรุ๊ป จำกัด (มหาชน),Cold Chain Transport,รถบรรทุก 22 ล้อ (น้ำมัน),TFG (ไทยฟู้ดส์ กาญ)+PACA (ALPHA กม.22) (Frozen)  อัตราน้ำมัน(29-29.99),TFG (ไทยฟู้ดส์ กาญ),PACA (ALPHA กม.22),TFG (ไทยฟู้ดส์ กาญ) > PACA (ALPHA กม.22),2,fuel:29-29.99; Frozen,,14.03633,99.79578,13.59718,100.79566,153.438,153.438,routes,29-29.99,29.0,29.99,11466.0,11150.0,0.0
2602000170,INV260130140,2026-01-31,Report AR_AP_01.xlsx,CONFIRM,บริษัท ไทยฟู้ดส์ กรุ๊ป จำกัด (มหาชน),Cold Chain Transport,รถบรรทุก 22 ล้อ (น้ำมัน),TFG (ไทยฟู้ดส์ กาญ)+PACA (ALPHA กม.22) (Frozen)  อัตราน้ำมัน(29-29.99),TFG (ไทยฟู้ดส์ กาญ),PACA (ALPHA กม.22),TFG (ไทยฟู้ดส์ กาญ) > PACA (ALPHA กม.22),2,fuel:29-29.99; Frozen,,14.03633,99.79578,13.59718,100.79566,153.438,153.438,routes,29-29.99,29.0,29.99,11466.0,11150.0,0.0
2602000170,INV260131025,2026-01-31,Report AR_AP_01.xlsx,CONFIRM,บริษัท ไทยฟู้ดส์ กรุ๊ป จำกัด (มหาชน),Cold Chain Transport,รถบรรทุก 22 ล้อ (น้ำมัน),PACK(บางนา กม.19)+TFG (ไทยฟู้ดส์ กาญ)(Frozen) อัตราน้ำมัน(29-29.99),PACK (บางนา กม.19),TFG (ไทยฟู้ดส์ กาญ),PACK (บางนา กม.19) > TFG (ไทยฟู้ดส์ กาญ),2,fuel:29-29.99; Frozen,,13.60742,100.76872,14.03633,99.79578,149.086,149.086,routes,29-29.99,29.0,29.99,11466.0,11158.0,0.0
2602000170,INV260131024,2026-01-30,Report AR_AP_01.xlsx,CONFIRM,บริษัท ไทยฟู้ดส์ กรุ๊ป จำกัด (มหาชน),Cold Chain Transport,รถบรรทุก 22 ล้อ (น้ำมัน),TFG (ไทยฟู้ดส์ กาญ)+PACK(บางนา กม.19)(Frozen) อัตราน้ำมัน(29-29.99),TFG (ไทยฟู้ดส์ กาญ),PACK (บางนา กม.19),TFG (ไทยฟู้ดส์ กาญ) > PACK (บางนา กม.19),2,fuel:29-29.99; Frozen,,14.03633,99.79578,13.60742,100.76872,149.271,149.271,routes,29-29.99,29.0,29.99,11466.0,11158.0,0.0
2602000170,INV260131021,2026-01-30,Report AR_AP_01.xlsx,CONFIRM,บริษัท ไทยฟู้ดส์ กรุ๊ป จำกัด (มหาชน),Cold Chain Transport,รถบรรทุก 22 ล้อ (น้ำมัน),TFG (ไทยฟู้ดส์ กาญ)+PACK(บางนา กม.19)(Frozen) อัตราน้ำมัน(29-29.99),TFG (ไทยฟู้ดส์ กาญ),PACK (บางนา กม.19),TFG (ไทยฟู้ดส์ กาญ) > PACK (บางนา กม.19),2,fuel:29-29.99; Frozen,,14.03633,99.79578,13.60742,100.76872,149.271,149.271,routes,29-29.99,29.0,29.99,11466.0,11158.0,0.0
2602000170,INV260202160,2026-01-30,Report AR_AP_01.xlsx,CONFIRM,บริษัท ไทยฟู้ดส์ กรุ๊ป จำกัด (มหาชน),Cold Chain Transport,รถบรรทุก 22 ล้อ (น้ำมัน),PACA (ALPHA Bangna KM. 22)+TFG (ไทยฟู้ดส์ กาญ)(Frozen) อัตราน้ำมัน(29-29.99),PACA (ALPHA Bangna KM. 22),TFG (ไทยฟู้ดส์ กาญ),PACA (ALPHA Bangna KM. 22) > TFG (ไทยฟู้ดส์ กาญ),2,fuel:29-29.99; Frozen,,13.59718,100.79566,14.03633,99.79578,152.262,152.262,routes,29-29.99,29.0,29.99,11466.0,11150.0,0.0
2602000170,INV260202158,2026-01-30,Report AR_AP_01.xlsx,CONFIRM,บริษัท ไทยฟู้ดส์ กรุ๊ป จำกัด (มหาชน),Cold Chain Transport,รถบรรทุก 22 ล้อ (น้ำมัน),TFG (ไทยฟู้ดส์ กาญ)+PACA (ALPHA กม.22) (Frozen)  อัตราน้ำมัน(29-29.99),TFG (ไทยฟู้ดส์ กาญ),PACA (ALPHA กม.22),TFG (ไทยฟู้ดส์ กาญ) > PACA (ALPHA กม.22),2,fuel:29-29.99; Frozen,,14.03633,99.79578,13.59718,100.79566,153.438,153.438,routes,29-29.99,29.0,29.99,11466.0,11150.0,0.0
2602000170,INV260202159,2026-01-30,Report AR_AP_01.xlsx,CONFIRM,บริษัท ไทยฟู้ดส์ กรุ๊ป จำกัด (มหาชน),Cold Chain Transport,รถบรรทุก 22 ล้อ (น้ำมัน),TFG (ไทยฟู้ดส์ กาญ)+PACA (ALPHA กม.22) (Frozen)  อัตราน้ำมัน(29-29.99),TFG (ไทยฟู้ดส์ กาญ),PACA (ALPHA กม.22),TFG (ไทยฟู้ดส์ กาญ) > PACA (ALPHA กม.22),2,fuel:29-29.99; Frozen,,14.03633,99.79578,13.59718,100.79566,153.438,153.438,routes,29-29.99,29.0,29.99,11466.0,11150.0,0.0
2602000170,INV260129072,2026-01-30,Report AR_AP_01.xlsx,CONFIRM,บริษัท ไทยฟู้ดส์ กรุ๊ป จำกัด (มหาชน),Cold Chain Transport,รถบรรทุก 10 ล้อเย็น (น้ำมัน),TFG (ไทยฟู้ดส์ กาญ)+PCS(ห้องเย็นแปซิฟิค)(Frozen) อัตราน้ำมัน(29-29.99),TFG (ไทยฟู้ดส์ กาญ),PCS (ห้องเย็นแปซิฟิค),TFG (ไทยฟู้ดส์ กาญ) > PCS (ห้องเย็นแปซิฟิค),2,fuel:29-29.99; Frozen,,14.03633,99.79578,13.58457,100.29124,129.899,129.899,routes,29-29.99,29.0,29.99,5968.2,0.0,537.14
2602000170,INV260129073,2026-01-30,Report AR_AP_01.xlsx,CONFIRM,บริษัท ไทยฟู้ดส์ กรุ๊ป จำกัด (มหาชน),Cold Chain Transport,รถบรรทุก 10 ล้อเย็น (น้ำมัน),TFG (ไทยฟู้ดส์ กาญ)+PCS(ห้องเย็นแปซิฟิค)(Frozen) อัตราน้ำมัน(29-29.99),TFG (ไทยฟู้ดส์ กาญ),PCS (ห้องเย็นแปซิฟิค),TFG (ไทยฟู้ดส์ กาญ) > PCS (ห้องเย็นแปซิฟิค),2,fuel:29-29.99; Frozen,,14.03633,99.79578,13.58457,100.29124,129.899,129.899,routes,29-29.99,29.0,29.99,5968.2,0.0,537.14
2602000170,INV260129101,2026-01-30,Report AR_AP_01.xlsx,POSTED,บริษัท ไทยฟู้ดส์ กรุ๊ป จำกัด (มหาชน),Cold Chain Transport,รถบรรทุก 10 ล้อเย็น (น้ำมัน),PACK(บางนา กม.19)+PCS(ห้องเย็นแปซิฟิค)+TFG (ไทยฟู้ดส์ กาญ) อัตราน้ำมัน(29-29.99),PACK (บางนา กม.19),TFG (ไทยฟู้ดส์ กาญ),PACK (บางนา กม.19) > PCS (ห้องเย็นแปซิฟิค) > TFG (ไทยฟู้ดส์ กาญ),3,fuel:29-29.99,,13.60742,100.76872,14.03633,99.79578,171.263,149.086,routes,29-29.99,29.0,29.99,7448.0,0.0,670.32
2602000170,INV260128061,2026-01-29,Report AR_AP_01.xlsx,CONFIRM,บริษัท ไทยฟู้ดส์ กรุ๊ป จำกัด (มหาชน),Cold Chain Transport,รถบรรทุก 10 ล้อเย็น (น้ำมัน),TFG (ไทยฟู้ดส์ กาญ)+PCS(ห้องเย็นแปซิฟิค)(Frozen) อัตราน้ำมัน(29-29.99),TFG (ไทยฟู้ดส์ กาญ),PCS (ห้องเย็นแปซิฟิค),TFG (ไทยฟู้ดส์ กาญ) > PCS (ห้องเย็นแปซิฟิค),2,fuel:29-29.99; Frozen,,14.03633,99.79578,13.58457,100.29124,129.899,129.899,routes,29-29.99,29.0,29.99,5968.2,0.0,537.14
2602000170,INV260128062,2026-01-29,Report AR_AP_01.xlsx,CONFIRM,บริษัท ไทยฟู้ดส์ กรุ๊ป จำกัด (มหาชน),Cold Chain Transport,รถบรรทุก 10 ล้อเย็น (น้ำมัน),TFG (ไทยฟู้ดส์ กาญ)+PCS(ห้องเย็นแปซิฟิค)(Frozen) อัตราน้ำมัน(29-29.99),TFG (ไทยฟู้ดส์ กาญ),PCS (ห้องเย็นแปซิฟิค),TFG (ไทยฟู้ดส์ กาญ) > PCS (ห้องเย็นแปซิฟิค),2,fuel:29-29.99; Frozen,,14.03633,99.79578,13.58457,100.29124,129.899,129.899,routes,29-29.99,29.0,29.99,5968.2,0.0,537.14
2602000170,INV260202155,2026-01-29,Report AR_AP_01.xlsx,CONFIRM,บริษัท ไทยฟู้ดส์ กรุ๊ป จำกัด (มหาชน),Cold Chain Transport,รถบรรทุก 22 ล้อ (น้ำมัน),TFG (ไทยฟู้ดส์ กาญ)+PACA (ALPHA กม.22) (Frozen)  อัตราน้ำมัน(29-29.99),TFG (ไทยฟู้ดส์ กาญ),PACA (ALPHA กม.22),TFG (ไทยฟู้ดส์ กาญ) > PACA (ALPHA กม.22),2,fuel:29-29.99; Frozen,,14.03633,99.79578,13.59718,100.79566,153.438,153.438,routes,29-29.99,29.0,29.99,11466.0,11150.0,0.0
2602000170,INV260202156,2026-01-29,Report AR_AP_01.xlsx,CONFIRM,บริษัท ไทยฟู้ดส์ กรุ๊ป จำกัด (มหาชน),Cold Chain Transport,รถบรรทุก 22 ล้อ (น้ำมัน),TFG (ไทยฟู้ดส์ กาญ)+PACA (ALPHA กม.22) (Frozen)  อัตราน้ำมัน(29-29.99),TFG (ไทยฟู้ดส์ กาญ),PACA (ALPHA กม.22),TFG (ไทยฟู้ดส์ กาญ) > PACA (ALPHA กม.22),2,fuel:29-29.99; Frozen,,14.03633,99.79578,13.59718,100.79566,153.438,153.438,routes,29-29.99,29.0,29.99,11466.0,11150.0,0.0
2602000170,INV260202157,2026-01-29,Report AR_AP_01.xlsx,CONFIRM,บริษัท ไทยฟู้ดส์ กรุ๊ป จำกัด (มหาชน),Cold Chain Transport,รถบรรทุก 22 ล้อ (น้ำมัน),TFG (ไทยฟู้ดส์ กาญ)+PACA (ALPHA กม.22) (Frozen)  อัตราน้ำมัน(29-29.99),TFG (ไทยฟู้ดส์ กาญ),PACA (ALPHA กม.22),TFG (ไทยฟู้ดส์ กาญ) > PACA (ALPHA กม.22),2,fuel:29-29.99; Frozen,,14.03633,99.79578,13.59718,100.79566,153.438,153.438,routes,29-29.99,29.0,29.99,11466.0,11150.0,0.0
2602000170,INV260205004,2026-01-29,Report AR_AP_01.xlsx,CONFIRM,บริษัท ไทยฟู้ดส์ กรุ๊ป จำกัด (มหาชน),Cold Chain Transport,รถบรรทุก 22 ล้อ (น้ำมัน),PACA (ALPHA Bangna KM. 22)+TFG (ไทยฟู้ดส์ กาญ)(Frozen) อัตราน้ำมัน(29-29.99),PACA (ALPHA Bangna KM. 22),TFG (ไทยฟู้ดส์ กาญ),PACA (ALPHA Bangna KM. 22) > TFG (ไทยฟู้ดส์ กาญ),2,fuel:29-29.99; Frozen,,13.59718,100.79566,14.03633,99.79578,152.262,152.262,routes,29-29.99,29.0,29.99,11466.0,11150.0,0.0
2602000170,INV260131027,2026-01-29,Report AR_AP_01.xlsx,CONFIRM,บริษัท ไทยฟู้ดส์ กรุ๊ป จำกัด (มหาชน),Cold Chain Transport,รถบรรทุก 22 ล้อ (น้ำมัน),TFG (ไทยฟู้ดส์ กาญ)+PACK(บางนา กม.19)(Frozen) อัตราน้ำมัน(29-29.99),TFG (ไทยฟู้ดส์ กาญ),PACK (บางนา กม.19),TFG (ไทยฟู้ดส์ กาญ) > PACK (บางนา กม.19),2,fuel:29-29.99; Frozen,,14.03633,99.79578,13.60742,100.76872,149.271,149.271,routes,29-29.99,29.0,29.99,11466.0,11158.0,0.0
2602000170,INV260131028,2026-01-29,Report AR_AP_01.xlsx,CONFIRM,บริษัท ไทยฟู้ดส์ กรุ๊ป จำกัด (มหาชน),Cold Chain Transport,รถบรรทุก 22 ล้อ (น้ำมัน),TFG (ไทยฟู้ดส์ กาญ)+PACK(บางนา กม.19)(Frozen) อัตราน้ำมัน(29-29.99),TFG (ไทยฟู้ดส์ กาญ),PACK (บางนา กม.19),TFG (ไทยฟู้ดส์ กาญ) > PACK (บางนา กม.19),2,fuel:29-29.99; Frozen,,14.03633,99.79578,13.60742,100.76872,149.271,149.271,routes,29-29.99,29.0,29.99,11466.0,11158.0,0.0
2602000170,INV260131029,2026-01-29,Report AR_AP_01.xlsx,CONFIRM,บริษัท ไทยฟู้ดส์ กรุ๊ป จำกัด (มหาชน),Cold Chain Transport,รถบรรทุก 22 ล้อ (น้ำมัน),TFG (ไทยฟู้ดส์ กาญ)+PACK(บางนา กม.19)(Frozen) อัตราน้ำมัน(29-29.99),TFG (ไทยฟู้ดส์ กาญ),PACK (บางนา กม.19),TFG (ไทยฟู้ดส์ กาญ) > PACK (บางนา กม.19),2,fuel:29-29.99; Frozen,,14.03633,99.79578,13.60742,100.76872,149.271,149.271,routes,29-29.99,29.0,29.99,11466.0,11158.0,0.0
2602000170,INV260129002,2026-01-28,Report AR_AP_01.xlsx,CONFIRM,บริษัท ไทยฟู้ดส์ กรุ๊ป จำกัด (มหาชน),Cold Chain Transport,รถบรรทุก 22 ล้อ (น้ำมัน),TFG (ไทยฟู้ดส์ กาญ)+PACK(บางนา กม.19)(Frozen) อัตราน้ำมัน(29-29.99),TFG (ไทยฟู้ดส์ กาญ),PACK (บางนา กม.19),TFG (ไทยฟู้ดส์ กาญ) > PACK (บางนา กม.19),2,fuel:29-29.99; Frozen,,14.03633,99.79578,13.60742,100.76872,149.271,149.271,routes,29-29.99,29.0,29.99,11466.0,11158.0,0.0
2602000170,INV260129003,2026-01-28,Report AR_AP_01.xlsx,CONFIRM,บริษัท ไทยฟู้ดส์ กรุ๊ป จำกัด (มหาชน),Cold Chain Transport,รถบรรทุก 22 ล้อ (น้ำมัน),TFG (ไทยฟู้ดส์ กาญ)+PACK(บางนา กม.19)(Frozen) อัตราน้ำมัน(29-29.99),TFG (ไทยฟู้ดส์ กาญ),PACK (บางนา กม.19),TFG (ไทยฟู้ดส์ กาญ) > PACK (บางนา กม.19),2,fuel:29-29.99; Frozen,,14.03633,99.79578,13.60742,100.76872,149.271,149.271,routes,29-29.99,29.0,29.99,11466.0,11158.0,0.0
2602000170,INV260202152,2026-01-28,Report AR_AP_01.xlsx,CONFIRM,บริษัท ไทยฟู้ดส์ กรุ๊ป จำกัด (มหาชน),Cold Chain Transport,รถบรรทุก 22 ล้อ (น้ำมัน),TFG (ไทยฟู้ดส์ กาญ)+PACA (ALPHA กม.22) (Frozen)  อัตราน้ำมัน(29-29.99),TFG (ไทยฟู้ดส์ กาญ),PACA (ALPHA กม.22),TFG (ไทยฟู้ดส์ กาญ) > PACA (ALPHA กม.22),2,fuel:29-29.99; Frozen,,14.03633,99.79578,13.59718,100.79566,153.438,153.438,routes,29-29.99,29.0,29.99,11466.0,11150.0,0.0
2602000170,INV260202153,2026-01-28,Report AR_AP_01.xlsx,CONFIRM,บริษัท ไทยฟู้ดส์ กรุ๊ป จำกัด (มหาชน),Cold Chain Transport,รถบรรทุก 22 ล้อ (น้ำมัน),TFG (ไทยฟู้ดส์ กาญ)+PACA (ALPHA กม.22) (Frozen)  อัตราน้ำมัน(29-29.99),TFG (ไทยฟู้ดส์ กาญ),PACA (ALPHA กม.22),TFG (ไทยฟู้ดส์ กาญ) > PACA (ALPHA กม.22),2,fuel:29-29.99; Frozen,,14.03633,99.79578,13.59718,100.79566,153.438,153.438,routes,29-29.99,29.0,29.99,11466.0,11150.0,0.0
2602000170,INV260202154,2026-01-28,Report AR_AP_01.xlsx,CONFIRM,บริษัท ไทยฟู้ดส์ กรุ๊ป จำกัด (มหาชน),Cold Chain Transport,รถบรรทุก 22 ล้อ (น้ำมัน),TFG (ไทยฟู้ดส์ กาญ)+PACA (ALPHA กม.22) (Frozen)  อัตราน้ำมัน(29-29.99),TFG (ไทยฟู้ดส์ กาญ),PACA (ALPHA กม.22),TFG (ไทยฟู้ดส์ กาญ) > PACA (ALPHA กม.22),2,fuel:29-29.99; Frozen,,14.03633,99.79578,13.59718,100.79566,153.438,153.438,routes,29-29.99,29.0,29.99,11466.0,11150.0,0.0
2602000170,INV260127052,2026-01-28,Report AR_AP_01.xlsx,CONFIRM,บริษัท ไทยฟู้ดส์ กรุ๊ป จำกัด (มหาชน),Cold Chain Transport,รถบรรทุก 10 ล้อเย็น (น้ำมัน),TFG (ไทยฟู้ดส์ กาญ)+PCS(ห้องเย็นแปซิฟิค)(Frozen) อัตราน้ำมัน(29-29.99),TFG (ไทยฟู้ดส์ กาญ),PCS (ห้องเย็นแปซิฟิค),TFG (ไทยฟู้ดส์ กาญ) > PCS (ห้องเย็นแปซิฟิค),2,fuel:29-29.99; Frozen,,14.03633,99.79578,13.58457,100.29124,129.899,129.899,routes,29-29.99,29.0,29.99,5968.2,0.0,537.14
2602000170,INV260127053,2026-01-28,Report AR_AP_01.xlsx,CONFIRM,บริษัท ไทยฟู้ดส์ กรุ๊ป จำกัด (มหาชน),Cold Chain Transport,รถบรรทุก 10 ล้อเย็น (น้ำมัน),TFG (ไทยฟู้ดส์ กาญ)+PCS(ห้องเย็นแปซิฟิค)(Frozen) อัตราน้ำมัน(29-29.99),TFG (ไทยฟู้ดส์ กาญ),PCS (ห้องเย็นแปซิฟิค),TFG (ไทยฟู้ดส์ กาญ) > PCS (ห้องเย็นแปซิฟิค),2,fuel:29-29.99; Frozen,,14.03633,99.79578,13.58457,100.29124,129.899,129.899,routes,29-29.99,29.0,29.99,5968.2,0.0,537.14
